team1,team1_1st_downs,team1_numberpenalties,team1_penaltyyards,team1_3rd_down_efficiency,team1_4th_down_efficiency,team1_comp/att,team1_defensive_/_special_teams_tds,team1_fumbles_lost,team1_interceptions_thrown,team1_passing,team1_passing_1st_downs,team1_red_zone_(made-att),team1_rushing,team1_rushing_1st_downs,team1_rushing_attempts,team1_sacks-yards_lost,team1_total_drives,team1_total_plays,team1_total_yards,team1_turnovers,team1_yards_per_pass,team1_yards_per_play,team1_yards_per_rush
49ers,21.818181818181817,5.636363636363637,43.81818181818182,0.4420207317934591,0.3484848484848485,0.693542794619037,0.0,0.45454545454545453,0.9090909090909091,254.54545454545453,13.818181818181818,0.6621212121212121,94.81818181818181,6.454545454545454,26.818181818181817,0.20189287836346656,10.363636363636363,63.81818181818182,349.3636363636364,1.3636363636363635,6.9,5.490909090909091,3.5818181818181816
Bears,20.7,8.0,64.1,0.4003878066378066,0.425,0.5980704519996716,0.1,0.2,0.4,227.2,10.9,0.5833333333333333,146.6,8.4,30.2,0.12042771883289123,11.3,64.9,373.8,0.6,6.63,5.7700000000000005,4.779999999999999
Bengals,19.1,5.5,38.5,0.4057864357864358,0.4,0.6300862017538026,0.1,0.5,1.1,225.7,11.5,0.6066666666666667,81.4,5.2,19.1,0.1611141490088858,10.8,58.7,307.1,1.6,5.4399999999999995,5.09,4.15
Bills,22.4,6.8,56.3,0.4492496392496393,0.3,0.6899178739290941,0.0,0.5,0.7,239.8,12.1,0.6214285714285714,147.6,7.9,30.1,0.24420502983802214,10.6,62.0,387.4,1.2,7.5,6.2700000000000005,4.86
Broncos,18.818181818181817,8.454545454545455,80.27272727272727,0.3952949827949828,0.22727272727272727,0.6129267174185504,0.0,0.36363636363636365,0.7272727272727273,213.0,10.727272727272727,0.5348484848484848,122.27272727272727,6.2727272727272725,26.454545454545453,0.15411255411255406,11.727272727272727,62.90909090909091,335.27272727272725,1.0909090909090908,5.890909090909091,5.327272727272727,4.581818181818182
Browns,16.7,6.8,53.8,0.3089619775649187,0.4333333333333333,0.5722697441447442,0.2,0.2,0.9,159.4,8.2,0.5166666666666666,98.0,6.2,24.7,0.1537973460788163,11.4,63.6,257.4,1.1,4.14,4.04,4.0
Buccaneers,19.6,5.8,46.7,0.3906281218781219,0.42333333333333334,0.6419826826331942,0.2,0.4,0.3,222.2,10.6,0.52,110.0,6.7,26.4,0.13581232492997197,11.3,62.4,332.2,0.7,6.44,5.34,4.09
Cardinals,20.1,7.8,57.0,0.44505952380952374,0.33999999999999997,0.6708946400288943,0.1,0.7,0.6,227.8,12.5,0.5766666666666667,105.7,5.8,24.1,0.13471245163105625,10.2,65.0,333.5,1.3,5.57,5.14,4.33
Chargers,20.181818181818183,6.909090909090909,51.90909090909091,0.4547481707241065,0.4621212121212121,0.6609465506228642,0.0,0.36363636363636365,0.8181818181818182,231.54545454545453,11.545454545454545,0.4426406926406926,115.72727272727273,7.0,25.454545454545453,0.2506471045768579,10.090909090909092,64.0909090909091,347.27272727272725,1.1818181818181819,6.036363636363637,5.390909090909091,4.763636363636364
Chiefs,22.4,6.9,57.7,0.4128083028083028,0.55,0.6441801605626867,0.0,0.0,0.6,248.9,13.0,0.635,115.3,7.8,25.9,0.15190993788819873,9.4,64.0,364.2,0.6,6.58,5.7,4.61
Colts,23.7,6.2,52.4,0.4194655344655344,0.65,0.6976606512339762,0.1,0.5,0.7,251.6,13.1,0.705,145.3,8.7,27.4,0.11071292894714868,9.9,61.9,396.9,1.2,7.42,6.459999999999999,5.25
Commanders,18.636363636363637,7.090909090909091,58.45454545454545,0.3732509914328096,0.4848484848484848,0.6491404218676946,0.09090909090909091,0.6363636363636364,0.6363636363636364,191.63636363636363,9.090909090909092,0.7742424242424242,138.54545454545453,7.2727272727272725,28.0,0.20889943389943388,9.727272727272727,58.45454545454545,330.1818181818182,1.2727272727272727,6.527272727272727,5.672727272727273,4.845454545454545
Cowboys,23.1,7.9,66.0,0.42598068598068595,0.5,0.6936487419499591,0.2,0.5,0.7,258.7,13.5,0.615,120.0,6.9,25.8,0.2685504201680672,10.5,64.5,378.7,1.2,6.82,5.89,4.66
Dolphins,17.363636363636363,6.090909090909091,51.09090909090909,0.3737232464505192,0.4696969696969697,0.6849617549854742,0.09090909090909091,0.36363636363636365,1.1818181818181819,187.54545454545453,10.545454545454545,0.5803030303030302,112.81818181818181,5.818181818181818,23.636363636363637,0.11968552172313927,9.727272727272727,55.72727272727273,300.3636363636364,1.5454545454545454,5.963636363636363,5.418181818181818,4.736363636363636
Eagles,17.2,7.0,62.5,0.32339091464091463,0.44666666666666666,0.6774701056952201,0.3,0.3,0.1,184.9,8.7,0.65,115.2,7.0,29.2,0.16595984507109823,10.4,58.7,300.1,0.4,6.279999999999999,5.1899999999999995,3.9
Falcons,19.7,5.5,42.5,0.3201282051282051,0.29166666666666663,0.6077569542351198,0.0,0.6,0.3,212.6,11.0,0.5700000000000001,119.9,6.7,26.9,0.1249465240641711,10.9,61.1,332.5,0.9,6.32,5.4,4.33
Giants,20.636363636363637,7.7272727272727275,66.27272727272727,0.3930194805194805,0.44090909090909086,0.6141467851910164,0.0,0.45454545454545453,0.6363636363636364,208.45454545454547,9.454545454545455,0.5106060606060606,124.72727272727273,8.454545454545455,29.363636363636363,0.3869906860815951,10.181818181818182,64.36363636363636,333.1818181818182,1.0909090909090908,5.854545454545455,5.172727272727273,4.245454545454546
Jaguars,20.9,8.4,70.3,0.3862277999778,0.49333333333333335,0.608182657750082,0.3,0.2,0.8,199.4,10.3,0.475,127.5,8.2,29.5,0.12464203688468393,10.7,65.9,326.9,1.0,5.65,4.970000000000001,4.3100000000000005
Jets,17.5,6.7,54.1,0.3565494227994228,0.3833333333333333,0.6108110086370956,0.3,0.8,0.4,139.9,8.2,0.41833333333333333,141.6,7.9,28.2,0.14271054371261785,10.8,59.3,281.5,1.2,4.4399999999999995,4.64,5.01
Lions,19.7,6.0,44.0,0.3622106325047501,0.525,0.700761039554143,0.1,0.3,0.4,236.8,12.4,0.574047619047619,130.1,6.5,28.1,0.11298634698634698,11.1,61.4,366.9,0.7,7.290000000000001,5.96,4.43
Packers,20.4,7.1,53.6,0.48171606171606174,0.5666666666666667,0.6786012949164771,0.0,0.4,0.3,230.5,11.7,0.6983333333333334,113.5,6.8,27.8,0.11911525063530715,9.8,60.6,344.0,0.7,7.090000000000001,5.67,4.09
Panthers,20.0,5.454545454545454,42.09090909090909,0.3700100701437599,0.6757575757575758,0.6317130722812542,0.09090909090909091,0.6363636363636364,0.7272727272727273,187.1818181818182,11.0,0.5318181818181817,127.0909090909091,6.909090909090909,28.818181818181817,0.11901007624980564,10.181818181818182,63.18181818181818,314.27272727272725,1.3636363636363635,5.3090909090909095,4.909090909090909,4.2727272727272725
Patriots,20.454545454545453,6.7272727272727275,53.18181818181818,0.42472678836315203,0.6333333333333333,0.7283362418277882,0.36363636363636365,0.6363636363636364,0.45454545454545453,244.0909090909091,12.090909090909092,0.5393939393939394,112.9090909090909,6.7272727272727275,28.727272727272727,0.36980460234048745,10.272727272727273,61.27272727272727,357.0,1.0909090909090908,7.818181818181818,5.863636363636363,3.872727272727273
Raiders,16.4,6.9,54.2,0.3598534798534798,0.3833333333333333,0.6665141993217867,0.0,0.2,1.3,187.6,10.1,0.4916666666666667,81.4,4.6,22.6,0.13915932071558204,10.8,56.9,269.0,1.5,5.49,4.6899999999999995,3.38
Rams,22.7,4.7,38.9,0.3825835275835276,0.7333333333333333,0.6568136845517845,0.0,0.6,0.2,246.9,13.2,0.6466666666666667,114.0,6.9,27.0,0.10444805194805193,10.6,62.3,360.9,0.8,6.859999999999999,5.75,4.28
Ravens,18.5,5.8,46.3,0.3996904566022213,0.4583333333333333,0.6858174139780658,0.1,0.6,0.7,180.0,9.2,0.47333333333333333,142.0,7.7,27.4,0.19143267963920135,10.7,56.6,322.0,1.3,6.45,5.7700000000000005,5.1899999999999995
Saints,18.0,7.4,52.5,0.37315383962442783,0.31666666666666665,0.6635787789705979,0.1,0.7,0.8,204.4,9.9,0.39166666666666666,92.8,5.7,24.9,0.16777534645181702,10.1,61.5,297.2,1.5,5.85,4.92,3.6700000000000004
Seahawks,20.5,6.0,50.0,0.4090164002664002,0.35,0.7131327541573704,0.4,0.9,1.1,249.4,11.2,0.63,116.4,6.9,30.7,0.10928607340372046,11.2,59.3,365.8,2.0,9.25,6.26,3.81
Steelers,17.2,6.2,46.9,0.3816006216006216,0.3,0.6769567253141215,0.2,0.3,0.7,198.7,9.3,0.665,88.2,5.9,22.9,0.11006061748708806,10.7,55.5,286.9,1.0,6.2,5.16,3.96
Texans,19.3,7.2,58.9,0.3541107340372046,0.675,0.6543195871626212,0.2,0.3,0.6,222.0,11.6,0.3466666666666667,107.6,5.3,25.9,0.12153716144987492,11.2,64.6,329.6,0.9,5.9,5.1,4.17
Titans,15.1,7.0,53.6,0.28570318570318565,0.2833333333333333,0.5751198317761785,0.2,0.8,0.6,163.6,9.8,0.4,78.9,4.0,20.0,0.1341090887386469,10.7,57.3,242.5,1.4,4.32,4.2,3.9299999999999997
Vikings,17.5,7.7,60.6,0.31257575757575756,0.45666666666666667,0.5971390502905229,0.2,0.5,1.3,193.0,10.0,0.6066666666666667,103.4,5.4,22.2,0.17986598440545803,11.3,57.4,296.4,1.8,5.41,5.11,4.57
